"customer_key","customer_number","customer_name","age","age_group","customer_segment","last_order_date","recency","total_orders","total_sales","total_quantity","total_products","lifespan","avg_order_value","avg_monthly_spend"
5419,"AW00016418","Katrina Rai","50","50 and above","New","2013-02-13","146","1","405","30","2","0","405","405"
5420,"AW00016419","Lacey Simpson","56","50 and above","New","2013-10-29","138","1","405","30","2","0","405","405"
5421,"AW00016420","Eddie Alonso","50","50 and above","VIP","2013-10-12","138","2","44385","45","3","19","22192","2336.0526315789473684"
5422,"AW00016421","Natasha Diaz","50","50 and above","New","2013-10-30","138","1","465","45","3","0","465","465"
5423,"AW00016422","Kurt Xu","45","40-49","VIP","2013-07-01","141","2","69495","45","3","12","34747","5791.2500000000000000"
5424,"AW00016423","Sergio Madan","86","50 and above","New","2013-10-01","138","1","1260","45","3","0","1260","1260"
5425,"AW00016424","Brandi Diaz","53","50 and above","New","2013-10-05","138","3","86085","60","4","11","28695","7825.9090909090909091"
5426,"AW00016425","Lisa Lu","53","50 and above","New","2013-10-02","138","3","85785","60","4","10","28595","8578.5000000000000000"
5427,"AW00016426","Jorge Ye","53","50 and above","New","2013-11-02","137","3","86535","105","7","11","28845","7866.8181818181818182"
5428,"AW00016427","Kendra Alonso","48","40-49","New","2013-01-31","146","2","44625","75","5","10","22312","4462.5000000000000000"
5429,"AW00016428","Ryan Ross","56","50 and above","VIP","2013-10-05","138","2","45315","75","5","18","22657","2517.5000000000000000"
5430,"AW00016429","Jaclyn Luo","51","50 and above","VIP","2013-07-21","141","2","74370","75","5","12","37185","6197.5000000000000000"
5431,"AW00016430","Franklin Rai","54","50 and above","New","2013-05-09","143","2","69585","60","4","5","34792","13917.000000000000"
5432,"AW00016431","Jermaine Rodriguez","48","40-49","New","2013-05-07","143","2","71535","60","4","6","35767","11922.500000000000"
5433,"AW00016432","John Garcia","49","40-49","New","2013-06-18","142","2","69510","45","3","7","34755","9930.0000000000000000"
5434,"AW00016433","Mathew Dominguez","49","40-49","New","2013-06-02","142","2","70455","75","5","6","35227","11742.500000000000"
5435,"AW00016434","Taylor Bailey","55","50 and above","New","2013-06-02","142","1","1050","45","3","0","1050","1050"
5436,"AW00016435","Steven Cooper","49","40-49","New","2013-12-17","136","1","90","30","2","0","90","90"
5437,"AW00016436","Ethan Henderson","50","50 and above","New","2013-07-02","141","2","70455","75","5","6","35227","11742.500000000000"
5438,"AW00016437","J├®sus Gutierrez","42","40-49","New","2013-06-12","142","2","705","60","4","2","352","352.5000000000000000"
5439,"AW00016438","Kaitlin Arthur","43","40-49","New","2013-04-26","144","1","375","15","1","0","375","375"
5440,"AW00016439","Dawn Deng","40","40-49","New","2013-08-29","140","1","375","15","1","0","375","375"
5441,"AW00016440","Jimmy Martin","39","30-39","New","2013-02-26","146","1","435","30","2","0","435","435"
5442,"AW00016441","Jason Young","40","40-49","New","2013-02-15","146","1","375","15","1","0","375","375"
5443,"AW00016442","Luke Gonzalez","40","40-49","VIP","2013-07-26","141","2","73845","60","4","13","36922","5680.3846153846153846"
5444,"AW00016443","Dawn Gao","40","40-49","New","2014-01-23","135","2","1005","60","4","0","502","1005"
5445,"AW00016444","Erika Carlson","56","50 and above","New","2013-03-11","145","2","49065","60","4","11","24532","4460.4545454545454545"
5446,"AW00016445","Caitlin Ward","57","50 and above","VIP","2013-11-07","137","2","48630","45","3","19","24315","2559.4736842105263158"
5447,"AW00016446","Kristine Munoz","57","50 and above","VIP","2013-11-03","137","2","46395","60","4","19","23197","2441.8421052631578947"
5448,"AW00016447","Kate Becker","51","50 and above","VIP","2013-05-29","143","2","45015","75","5","14","22507","3215.3571428571428571"
5449,"AW00016448","Cheryl Martin","57","50 and above","VIP","2013-10-16","138","3","103605","90","6","16","34535","6475.3125000000000000"
5450,"AW00016449","Casey Browning","41","40-49","New","2013-05-25","143","2","705","60","4","2","352","352.5000000000000000"
5451,"AW00016450","Rebekah Gutierrez","42","40-49","New","2013-10-12","138","1","570","45","3","0","570","570"
5452,"AW00016451","Karl Stone","42","40-49","VIP","2013-08-25","140","2","69495","45","3","14","34747","4963.9285714285714286"
5453,"AW00016452","Cassie Luo","41","40-49","VIP","2013-11-08","137","2","46065","90","6","20","23032","2303.2500000000000000"
5454,"AW00016453","Mayra Chandra","42","40-49","New","2013-10-25","138","2","210","60","3","6","105","35.0000000000000000"
5455,"AW00016454","Marco Suri","42","40-49","New","2013-04-23","144","2","705","60","4","2","352","352.5000000000000000"
5456,"AW00016455","Deb Moreno","108","50 and above","New","2013-03-27","145","1","435","30","2","0","435","435"
5457,"AW00016456","Larry Navarro","44","40-49","New","2013-09-06","139","1","975","45","3","0","975","975"
5458,"AW00016457","Kathleen Martin","43","40-49","New","2013-08-13","140","1","2250","45","3","0","2250","2250"
5459,"AW00016458","Michele Ruiz","42","40-49","New","2013-03-27","145","1","375","15","1","0","375","375"
5460,"AW00016459","Carolyn Kapoor","43","40-49","New","2013-04-04","144","2","705","60","4","1","352","705.0000000000000000"
5461,"AW00016460","Jodi Xu","42","40-49","New","2013-11-23","137","2","705","60","4","5","352","141.0000000000000000"
5462,"AW00016461","Rosa Wu","43","40-49","VIP","2013-11-23","137","2","49290","60","4","20","24645","2464.5000000000000000"
5463,"AW00016462","Marissa Gonzales","44","40-49","New","2014-01-10","135","1","735","30","2","0","735","735"
5464,"AW00016463","Anna Murphy","44","40-49","New","2013-06-11","142","1","900","60","4","0","900","900"
5465,"AW00016464","Alan Liu","45","40-49","New","2013-09-07","139","2","675","45","3","4","337","168.7500000000000000"
5466,"AW00016465","Kara Goel","45","40-49","VIP","2013-11-01","137","2","49065","105","7","19","24532","2582.3684210526315789"
5467,"AW00016466","Alisha Kumar","45","40-49","VIP","2013-09-27","139","2","69375","30","2","15","34687","4625.0000000000000000"
5468,"AW00016467","Ronald Srini","45","40-49","New","2014-01-15","135","2","180","45","3","3","90","60.0000000000000000"
5469,"AW00016468","Orlando Dominguez","43","40-49","New","2013-09-08","139","1","960","45","3","0","960","960"
5470,"AW00016469","Michele Tang","43","40-49","New","2013-04-16","144","1","960","45","3","0","960","960"
5471,"AW00016470","Wesley Guo","43","40-49","VIP","2013-05-11","143","2","45315","45","3","14","22657","3236.7857142857142857"
5472,"AW00016471","Vanessa Hayes","106","50 and above","New","2013-12-03","136","1","795","45","3","0","795","795"
5473,"AW00016472","Olivia Robinson","40","40-49","New","2013-11-01","137","1","405","30","2","0","405","405"
5474,"AW00016473","Dawn Andersen","46","40-49","New","2013-10-05","138","1","375","15","1","0","375","375"
5475,"AW00016474","Jay Serrano","46","40-49","New","2013-03-28","145","1","375","15","1","0","375","375"
5476,"AW00016475","Kurt Anand","40","40-49","VIP","2013-09-09","139","2","70110","75","5","15","35055","4674.0000000000000000"
5477,"AW00016476","Shawn Xie","45","40-49","New","2013-08-15","140","2","70740","75","5","8","35370","8842.5000000000000000"
5478,"AW00016477","Anna Gonzales","42","40-49","New","2013-02-15","146","1","600","30","2","0","600","600"
5479,"AW00016478","Adrian Gray","42","40-49","New","2013-10-12","138","1","35790","75","5","0","35790","35790"
5480,"AW00016479","Victoria Brooks","43","40-49","New","2013-11-22","137","3","2385","135","7","5","795","477.0000000000000000"
5481,"AW00016480","Alan Zhou","65","50 and above","New","2014-01-12","135","2","2175","75","5","6","1087","362.5000000000000000"
5482,"AW00016481","Madison Bryant","70","50 and above","New","2013-12-21","136","2","2925","120","7","2","1462","1462.5000000000000000"
5483,"AW00016482","Tabitha Arthur","69","50 and above","VIP","2013-02-20","146","2","71745","60","4","25","35872","2869.8000000000000000"
5484,"AW00016483","Warren Jai","63","50 and above","VIP","2013-11-21","137","2","61770","30","2","34","30885","1816.7647058823529412"
5485,"AW00016484","Dustin Lal","69","50 and above","VIP","2013-11-02","137","2","62625","75","5","33","31312","1897.7272727272727273"
5486,"AW00016485","Ian Foster","39","30-39","New","2013-10-12","138","1","600","30","2","0","600","600"
5487,"AW00016486","Rachael Madan","68","50 and above","New","2014-01-01","135","2","1695","75","5","10","847","169.5000000000000000"
5488,"AW00016487","Brianna Griffin","68","50 and above","New","2013-07-17","141","2","1095","75","5","1","547","1095.0000000000000000"
5489,"AW00016488","Joel Rodriguez","68","50 and above","New","2014-01-07","135","2","3495","120","7","9","1747","388.3333333333333333"
5490,"AW00016489","Frederick Garcia","68","50 and above","New","2013-05-09","143","2","1680","90","6","1","840","1680.0000000000000000"
5491,"AW00016490","Megan Robinson","39","30-39","New","2013-05-19","143","1","37170","30","2","0","37170","37170"
5492,"AW00016491","Christian Garcia","40","40-49","New","2013-08-16","140","2","46590","60","4","6","23295","7765.0000000000000000"
5493,"AW00016492","Theodore Sanz","67","50 and above","New","2014-01-22","135","2","1965","90","5","2","982","982.5000000000000000"
5494,"AW00016493","Brenda Fernandez","65","50 and above","VIP","2013-12-20","136","2","62955","45","3","35","31477","1798.7142857142857143"
5495,"AW00016494","Jordyn Simmons","59","50 and above","VIP","2013-12-16","136","2","89415","60","4","34","44707","2629.8529411764705882"
5496,"AW00016495","Monique Ramos","65","50 and above","VIP","2013-12-05","136","2","90030","90","6","34","45015","2647.9411764705882353"
5497,"AW00016496","Dawn Tang","59","50 and above","VIP","2013-12-25","136","2","89400","75","5","35","44700","2554.2857142857142857"
5498,"AW00016497","Julia Peterson","44","40-49","New","2013-12-10","136","4","1980","120","8","6","495","330.0000000000000000"
5499,"AW00016498","Hunter Jones","43","40-49","New","2013-09-07","139","1","600","30","2","0","600","600"
5500,"AW00016499","Danielle Kelly","44","40-49","New","2013-12-23","136","1","75","15","1","0","75","75"
5501,"AW00016500","Chloe Perry","44","40-49","New","2013-04-20","144","1","8835","60","4","0","8835","8835"
5502,"AW00016501","Vanessa Wood","44","40-49","New","2013-09-02","139","1","75","15","1","0","75","75"
5503,"AW00016502","Jackson Parker","44","40-49","New","2014-01-12","135","1","600","30","2","0","600","600"
5504,"AW00016503","Christian Anderson","44","40-49","New","2013-05-17","143","1","75","15","1","0","75","75"
5505,"AW00016504","Justin Russell","45","40-49","New","2013-04-05","144","1","8835","60","4","0","8835","8835"
5506,"AW00016505","Erin Gray","39","30-39","New","2013-12-11","136","1","600","30","2","0","600","600"
5507,"AW00016506","Catherine Murphy","40","40-49","New","2014-01-23","135","3","1530","90","6","9","510","170.0000000000000000"
5508,"AW00016507","Tracy Nath","79","50 and above","New","2013-07-14","141","1","525","45","3","0","525","525"
5509,"AW00016508","Brent Zhu","80","50 and above","New","2013-08-23","140","1","1260","45","3","0","1260","1260"
5510,"AW00016509","Veronica Sai","78","50 and above","VIP","2013-11-07","137","2","48870","90","6","19","24435","2572.1052631578947368"
5511,"AW00016510","Brad Nara","76","50 and above","New","2013-04-08","144","1","405","30","2","0","405","405"
5512,"AW00016511","Joe Raman","77","50 and above","New","2013-07-15","141","2","705","60","4","5","352","141.0000000000000000"
5513,"AW00016512","Ricardo Sharma","77","50 and above","VIP","2013-05-14","143","2","48930","45","3","13","24465","3763.8461538461538462"
5514,"AW00016513","Ronnie Wagner","76","50 and above","New","2013-08-07","140","2","70050","75","5","8","35025","8756.2500000000000000"
5515,"AW00016514","Manuel Fernandez","39","30-39","VIP","2013-02-10","146","2","71415","60","4","25","35707","2856.6000000000000000"
5516,"AW00016515","Troy Sai","39","30-39","VIP","2013-03-18","145","2","70995","45","3","26","35497","2730.5769230769230769"
5517,"AW00016516","Melvin She","39","30-39","VIP","2013-03-13","145","2","70995","45","3","25","35497","2839.8000000000000000"
5518,"AW00016517","Katrina Raji","43","40-49","VIP","2013-03-22","145","2","70470","30","2","26","35235","2710.3846153846153846"
5519,"AW00016518","Krystal Holt","43","40-49","VIP","2013-03-26","145","2","70470","30","2","26","35235","2710.3846153846153846"
5520,"AW00016519","Yolanda Chander","43","40-49","VIP","2013-04-09","144","2","71280","45","3","26","35640","2741.5384615384615385"
5521,"AW00016520","Misty Raji","43","40-49","VIP","2013-04-06","144","2","70905","60","4","27","35452","2626.1111111111111111"
5522,"AW00016521","Tonya She","40","40-49","VIP","2013-04-01","144","2","70470","30","2","26","35235","2710.3846153846153846"
5523,"AW00016522","Casey Pal","40","40-49","VIP","2013-04-08","144","2","70470","30","2","27","35235","2610.0000000000000000"
5524,"AW00016523","Sandra Huang","40","40-49","VIP","2013-04-06","144","2","70470","30","2","26","35235","2710.3846153846153846"
5525,"AW00016524","Damien Huang","40","40-49","VIP","2013-04-28","144","2","70995","45","3","27","35497","2629.4444444444444444"
5526,"AW00016525","Martha Liang","41","40-49","VIP","2013-05-06","143","2","71280","45","3","27","35640","2640.0000000000000000"
5527,"AW00016526","Arthur Perez","41","40-49","VIP","2013-06-11","142","2","71355","60","4","28","35677","2548.3928571428571429"
5528,"AW00016527","Cory Arun","41","40-49","VIP","2013-06-25","142","2","71280","45","3","29","35640","2457.9310344827586207"
5529,"AW00016528","Dominique Garcia","41","40-49","VIP","2013-06-21","142","2","70470","30","2","28","35235","2516.7857142857142857"
5530,"AW00016529","Jonathon Gutierrez","42","40-49","VIP","2013-06-18","142","2","71280","45","3","29","35640","2457.9310344827586207"
5531,"AW00016530","Priscilla Chander","76","50 and above","VIP","2013-12-01","136","2","45015","45","3","19","22507","2369.2105263157894737"
5532,"AW00016531","Lacey Gao","76","50 and above","VIP","2013-12-10","136","2","49365","90","6","19","24682","2598.1578947368421053"
5533,"AW00016532","Tommy Sharma","47","40-49","New","2013-09-21","139","2","73815","45","3","8","36907","9226.8750000000000000"
5534,"AW00016533","Kristen Cai","58","50 and above","New","2013-09-24","139","2","70545","75","4","9","35272","7838.3333333333333333"
5535,"AW00016534","Claudia Holt","58","50 and above","VIP","2013-10-22","138","2","72315","75","5","15","36157","4821.0000000000000000"
5536,"AW00016535","Colin Chen","53","50 and above","New","2013-06-03","142","1","570","45","3","0","570","570"
5537,"AW00016536","Meghan Jimenez","59","50 and above","New","2013-05-31","142","1","405","30","2","0","405","405"
5538,"AW00016537","Arthur Dominguez","59","50 and above","New","2013-05-26","143","1","375","15","1","0","375","375"
